game_link,name,price,genres,features,developer,publisher,release date,platform,os version,memory,storage,directx,gpu,languages,Critics Recommend,Top Critic Average,OpenCritic Rating
AWAY: The Survival Series₹709,AWAY: The Survival Series,₹709,ExplorationAdventureIndie,Controller Support,DeveloperBreaking Walls,PublisherBreaking Walls,Release Date01/12/22,PlatformWindowsWindows,Windows 10,6 GB RAM,15 GB available space,11,Nvidia GeForce GTX 960 2GB / AMD Radeon R9 380 2GB,null,8%,49,Weak
"Tyranny - Gold Edition₹1,099",Tyranny - Gold Edition,"₹1,099",ActionRPGAdventure,null,DeveloperObsidian Entertainment,PublisherParadox Interactive,Release Date12/10/20,Windows ,Windows 7 64-bit or newer,6 GB RAM,15 GB available space,ATI Radeon HD 5770 or NVIDIA GeForce GTS450 with 1GB VRAM,DirectX Compatible Sound Card,null,73%,81,Strong
INDUSTRIA₹529,INDUSTRIA,₹529,ActionShooterAdventure,Single Player,DeveloperBleakmill,PublisherHeadup,Release Date09/30/21,PlatformWindowsWindows,Windows 7 / Windows 8.1 / Windows 10 64-bit (latest Service Pack),6 GB RAM,15 GB available space,Version 11,Geforce GTX 1060 / Radeon RX 580 or equivalent,null,null,null,null
Costume Quest 2₹349,Costume Quest 2,₹349,ActionAction-AdventureTurn-BasedAdventure,Single Player,DeveloperDouble Fine,PublisherMajesco Entertainment,Release Date10/22/20,PlatformWindowsWindows,Windows Vista,4 GB Ram,1500 MB available,Version 9.0c,"256 MB GeForce 8800, Radeon 3850, or Intel HD 3000 Graphics",null,25%,71,Fair
Lifeless Planet: Premier Edition₹484,Lifeless Planet: Premier Edition,₹484,ActionAdventureIndie,null,DeveloperStage 2 Studios,PublisherSerenity Forge,Release Date07/09/20,PlatformWindowsWindows,Windows XP,NVIDIA GeForce GT 430 or ATI equivalent,1500 MB RAM,900 MB available space,Version 9.0c,null,null,null,null
Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure₹750,Tiny Tina's Assault on Dragon Keep: A Wonderlands One-shot Adventure,₹750,RPGAction-AdventureAdventure,Co-opMultiplayerSingle Player,DeveloperGearbox SoftwareStray Kite Studios,Publisher2K,Release Date11/09/21,PlatformWindowsWindows,Windows 7 64-bit,4GB,15GB,Direct X 11,Nvidia Geforce GTX 780 @3GB/AMD Radeon HD 7970 @3GB,null,null,null,null
"NEO: The World Ends with You₹2,999",NEO: The World Ends with You,"₹2,999",ActionRPGAction-AdventureAdventure,Single Player,"Developerh.a.n.d., Inc.",PublisherSquare Enix,Release Date09/28/21,PlatformWindowsWindows,Windows® 10 64-bit,6 GB RAM,15GB,Version 11,AMD Radeon™ RX 460 / NVIDIA® GeForce® GTX 750,null,86%,82,Strong
Claire de Lune₹939,Claire de Lune,₹939,PuzzleAdventurePlatformer,Single Player,DeveloperTactic Studios,PublisherTactic Studios,Release Date07/12/21,PlatformWindowsWindows,Windows 7 64-bit,8GB,15GB,12,NVidia GTX 660 or AMD Radeon 7850,null,null,null,null
"Knockout City™₹1,499",Knockout City™,"₹1,499",Action,MultiplayerCompetitive,DeveloperVelan Studios,PublisherElectronic Arts,Release Date05/30/21,PlatformWindowsWindows,Windows 10 64-bit,8GB,15GB,Nvidia GeForce GTX 660,null,null,null,null,null
"The Banner Saga Epic Trilogy₹1,889",The Banner Saga Epic Trilogy,"₹1,889",RPGStrategyIndie,Single Player,DeveloperStoic,PublisherStoic,Release Date07/21/21,PlatformWindowsWindowsMac OSMac OS,Windows 7 SP1,6 GB,16 GB,null,null,null,null,null,null
Observer: System Redux₹707,Observer: System Redux,₹707,HorrorAdventureFirst Person,null,DeveloperBloober Team,PublisherBloober Team,Release Date11/10/20,PlatformWindowsWindows,Windows 7/10 - 64 bit,8 GB,16 GB,11,@1280x720: GeForce GTX 1050 3 GB / Radeon RX 560 4 GB,null,null,null,null
Blair Witch₹707,Blair Witch,₹707,HorrorFirst Person,null,DeveloperBloober Team,PublisherBloober Team NA,Release Date10/29/20,PlatformWindowsWindows,Windows 7,4 GB,16 GB available space,DirectX® 11.0,GeForce GTX 750 Ti / AMD Radeon R7 265,null,39%,68,Fair
League of LegendsFree,League of Legends,Free,ActionRPGStrategy,Co-opMultiplayerCompetitiveSingle Player,DeveloperRiot Games,PublisherRiot Games,Release Date11/04/21,Windows ,"Win 7, 8, 10",2GB,16GB HDD,DX10-Level Hardware,NVidia: GeForce 9600GT AMD: HD 6570 Intel: Intel HD 4600 Integrated Graphics,null,null,null,null
Teamfight TacticsFree,Teamfight Tactics,Free,Strategy,MultiplayerCompetitiveSingle Player,DeveloperRiot Games,PublisherRiot Games,Release Date11/04/21,Windows ,"Win 7, 8, 10",2GB,16GB HDD,NVidia: GeForce 560  AMD: Radeon HD 6950  Intel: Intel UHD,null,null,null,null,null
"State of Decay 2: Juggernaut Edition₹1,117",State of Decay 2: Juggernaut Edition,"₹1,117",Adventure,null,DeveloperUndead Labs,PublisherXbox Game Studios,Release Date03/13/20,PlatformWindowsWindows,Windows 10 64-bit,8 GB RAM,17 GB,Version 11,NVIDIA GeForce GTX 760 | AMD Radeon HD 7870,null,null,null,null
Crysis 3 Remastered₹709,Crysis 3 Remastered,₹709,ActionShooter,Single Player,DeveloperCrytek,PublisherCrytek,Release Date10/15/21,PlatformWindowsWindows,Windows 10 64-Bit,8 GB,18 GB,DX11,NVIDIA GeForce GTX 1060,null,null,null,null
Halcyon 6 Starbase Commander₹479,Halcyon 6 Starbase Commander,₹479,RPGStrategyIndie,Single Player,DeveloperMassive Damage,PublisherMassive Damage Inc.,Release Date02/11/21,PlatformWindowsWindows,"Windows XP, Vista, 7, 8, 10",2GB RAM,1GB,128MB,null,null,null,null,null
Orwell's Animal Farm₹349,Orwell's Animal Farm,₹349,Narration,Single Player,DeveloperNerial,PublisherDairymen,Release Date12/10/20,PlatformWindowsWindowsMac OSMac OS,Windows 7,4Gb,1Gb,11,Intel HD Graphics,null,27%,63,Weak
"The Binding of Isaac: Repentance₹1,179",The Binding of Isaac: Repentance,"₹1,179",ActionRPGRogue-LiteAdventure,Co-opSingle PlayerController Support,DeveloperNicalis Inc. | Edmund McMillen,"PublisherNicalis, Inc.",Release Date03/31/21,PlatformWindowsWindows,Windows 10,4GB,1GB,GeForce 900 Series,null,null,null,null,null
The Solitaire Conspiracy₹297,The Solitaire Conspiracy,₹297,StrategyCard GameIndie,null,DeveloperBithell Games,PublisherBithell Games,Release Date10/06/20,PlatformWindowsWindowsMac OSMac OS,Windows 10,4GB RAM,1GB,null,null,null,73%,74,Fair
3 out of 10: Season TwoFree,3 out of 10: Season Two,Free,ComedyAdventure,Single PlayerController Support,"DeveloperTerrible Posture Games, Inc.","PublisherTerrible Posture Games, Inc.",Release Date04/08/21,PlatformWindowsWindows,Windows 7/8/10 [64-bit],8GB RAM,1GB,Direct X 11,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,null,null,null,null
"3 out of 10, EP 1: Welcome To ShovelworksFree","3 out of 10, EP 1: ""Welcome To Shovelworks""",Free,Action,Single Player,"DeveloperTerrible Posture Games, Inc.","PublisherTerrible Posture Games, Inc.",Release Date08/06/20,PlatformWindowsWindows,Windows 7/8/10 [64-bit],8GB RAM,1GB,DirectX 11,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,null,null,null,null
"3 out of 10, EP 2: Foundation 101Free","3 out of 10, EP 2: ""Foundation 101""",Free,ExplorationComedyAdventure,Single Player,"DeveloperTerrible Posture Games, Inc.","PublisherTerrible Posture Games, Inc.",Release Date08/13/20,PlatformWindowsWindows,Windows 7/8/10 [64-bit],8GB RAM,1GB,DirectX 11,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,null,null,null,null
"3 out of 10, EP 3: Pivot Like A ChampionFree","3 out of 10, EP 3: ""Pivot Like A Champion""",Free,ExplorationComedyAdventure,null,"DeveloperTerrible Posture Games, Inc.","PublisherTerrible Posture Games, Inc.",Release Date08/20/20,PlatformWindowsWindows,Windows 7/8/10 [64-bit],8GB RAM,1GB,DirectX 11,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,null,null,null,null
"3 out of 10, EP 4: Thank You For Being An AssetFree","3 out of 10, EP 4: ""Thank You For Being An Asset""",Free,ExplorationComedyAdventure,Controller Support,"DeveloperTerrible Posture Games, Inc.","PublisherTerrible Posture Games, Inc.",Release Date08/27/20,PlatformWindowsWindows,Windows 7/8/10 [64-bit],8GB RAM,1GB,DirectX 11,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,null,null,null,null
"3 out of 10, EP 5: The Rig Is Up!Free","3 out of 10, EP 5: ""The Rig Is Up!""",Free,ExplorationComedyAdventure,Controller Support,"DeveloperTerrible Posture Games, Inc.","PublisherTerrible Posture Games, Inc.",Release Date09/03/20,PlatformWindowsWindows,Windows 7/8/10 [64-bit],8GB RAM,1GB,DirectX 11,Nvidia GTX 660 or AMD Radeon HD 7870 with 2GB VRAM,null,null,null,null
"XCOM® 2₹2,999",XCOM® 2,"₹2,999",Strategy,Single Player,DeveloperFiraxis,Publisher2K,Release Date04/14/22,Windows ,"Windows® 7, 64-bit",4 GB,"1GB ATI Radeon HD 5770, 1GB NVIDIA GeForce GTX 460 or better",Version 11,45 GB,null,87%,87,Mighty
Beast Breaker₹349,Beast Breaker,₹349,PuzzleStrategyAdventure,Single Player,DeveloperVodeo Games,PublisherVodeo Games,Release Date09/23/21,PlatformWindowsWindowsMac OSMac OS,Windows 7 64-bit,8GB RAM,1GB available space,DirectX 10 or later,Intel HD Graphics 620,null,null,null,null
Oxenfree₹297,Oxenfree,₹297,NarrationAdventureIndie,Single PlayerController Support,DeveloperNight School Studio,PublisherNight School Studio,Release Date01/15/19,PlatformWindowsWindowsMac OSMac OSMac OSMac OS,Windows 7,2 GB RAM,1GB Shader Model 3.0 Compatible (DirectX 9.0c),11,3 GB available space,null,79%,81,Strong
Transistor₹521,Transistor,₹521,ActionNarrationRPG,Single PlayerController Support,DeveloperSupergiant Games,PublisherSupergiant Games,Release Date05/20/14,PlatformWindowsWindowsMac OSMac OSMac OSMac OS,Windows 7 32-bit,4 GB RAM,1GB VRAM: Intel HD 3000 GPU / AMD HD 5450 / Nvidia 9400 GT,3 GB available space,null,null,87%,86,Mighty
Aerial_Knight's Never Yield₹459,Aerial_Knight's Never Yield,₹459,ActionIndie,Controller Support,DeveloperAerial_Knight,PublisherHeadup,Release Date05/19/21,PlatformWindowsWindows,Windows XP SP2,1 GB,2 GB,DirectX 9.0,DirectX 9.0c compatible graphics card,null,48%,71,Fair
Planescape: Torment: Enhanced Edition₹469,Planescape: Torment: Enhanced Edition,₹469,RPGAdventure,Single Player,DeveloperBeamdog,Publisher–,Release Date09/28/21,Windows ,"Windows 7, 8.1, 10",1 GB RAM,2 GB,OpenGL 2.0 compatible,null,null,77%,84,Mighty
20XX₹477,20XX,₹477,Rogue-LitePlatformer,Co-op,DeveloperBatterystaple,PublisherBatterystaple,Release Date07/30/20,PlatformWindowsWindows,Windows 7,1024 MB RAM,2 GB,9.0c,Any card made during or after 2009,null,68%,80,Strong
Through the Darkest of Times₹449,Through the Darkest of Times,₹449,SimulationStrategyAdventure,Single Player,DeveloperPaintbucket,PublisherHandy Games GmbH,Release Date12/10/20,PlatformWindowsWindowsMac OSMac OS,Windows 7+,2 GB,2 GB,null,null,null,79%,73,Fair
Little Big Workshop₹699,Little Big Workshop,₹699,SimulationStrategy,Controller SupportSingle Player,DeveloperMirage Game Studios,PublisherHandy Games GmbH,Release Date06/10/21,Windows ,Windows 7,2 GB RAM,2 GB,"Intel HD 4000, GeForce GT 330M, Radeon HD 4670 or equivalent",null,null,50%,74,Fair
Mayhem in Single Valley₹349,Mayhem in Single Valley,₹349,ActionIndieAdventure,Controller SupportSingle Player,DeveloperFluxscopic Ltd.,PublishertinyBuild,Release Date05/20/21,PlatformWindowsWindows,Windows 7,2 GB RAM,2 GB,Version 9,GTX 760 or Equivalent,null,null,null,null
Among the Sleep - Enhanced Edition₹399,Among the Sleep - Enhanced Edition,₹399,HorrorAdventureIndie,Controller Support,DeveloperKrillbite Studio AS,PublisherKrillbite Studio AS,Release Date10/21/21,Windows ,WindowsXP SP2 or higher,2048 MB,2 GB,9,Video card with 512MB of VRAM,null,null,null,null
Fell Seal: Arbiter's Mark₹759,Fell Seal: Arbiter's Mark,₹759,Turn-BasedIndieRPG,Controller SupportSingle Player,Developer6 Eyes Studio LLC.,Publisher1C Entertainment,Release Date12/17/20,PlatformWindowsWindowsMac OSMac OS,Windows 7 SP1+,3 GB,2 GB,DirectX 9.0c,DirectX 9.0c compatible with 512 MB,null,89%,84,Mighty
Curse of the Dead Gods₹799,Curse of the Dead Gods,₹799,ActionAction-AdventureRogue-LiteAdventure,Controller SupportSingle Player,DeveloperPasstech Games,PublisherFocus Entertainment,Release Date02/23/21,PlatformWindowsWindows,Windows 7/8/10 (64 bits),4 GB,2 GB,"2 GB, GeForce GTX 660/Radeon R7 370",null,null,88%,81,Strong
Inertial Drift₹469,Inertial Drift,₹469,RacingIndie,Single Player,DeveloperLevel 91 Entertainment,PublisherPQube,Release Date10/05/21,Windows ,64 bit Windows 8/7,4 GB,2 GB,GeForce GTX 550 Ti / Radeon HD 6790 2GB VRAM*,null,null,86%,81,Strong
Timelie - Game of the Year Edition₹429,Timelie - Game of the Year Edition,₹429,PuzzleAdventureIndie,null,DeveloperUrnique Studio,PublisherUrnique Studio,Release Date05/28/21,PlatformWindowsWindows,Windows 7 64-bit,4 GB of RAM,2 GB,Version 11,Nvidia GTX 460 / AMD Radeon R9 350,null,69%,78,Strong
"WE ARE FOOTBALL₹1,580",WE ARE FOOTBALL,"₹1,580",Simulation,Single Player,DeveloperWinning Streak Games,PublisherTHQ Nordic,Release Date06/10/21,PlatformWindowsWindows,64-bit Windows 7 / 8 / 10,4 GB RAM,2 GB,11,"AMD/NVIDIA dedicated graphics card, with at least 1GB of dedicated VRAM",null,0%,66,Fair
Carto₹484,Carto,₹484,PuzzleAdventureIndie,null,DeveloperSunhead Games,PublisherHumble Games,Release Date10/27/20,PlatformWindowsWindowsMac OSMac OS,Windows 7+,4 GB RAM,2 GB,"Geforce 9600 GS, Radeon HD 5670",null,null,78%,77,Strong
Murder by Numbers₹349,Murder by Numbers,₹349,PuzzleAdventureIndie,null,DeveloperMediatonic,PublisherThe Irregular Corporation,Release Date03/23/21,Windows ,Windows 7 or higher (64 bit),4 GB RAM,2 GB,Version 9.0c,GeForce GTX 660 (2048 MB) or Radeon R9 285 (2048 MB),null,83%,81,Strong
Rogue State Revolution₹459,Rogue State Revolution,₹459,City BuilderRogue-LiteStrategy,Single Player,DeveloperLittle Red Dog Games,PublisherModern Wolf,Release Date03/18/21,PlatformWindowsWindows,Windows 7 64 Bit,8 GB,2 GB,11,NVIDIA GeForce GTX 670 (2GB),null,null,null,null
LEGO® Builder's Journey₹469,LEGO® Builder's Journey,₹469,CasualPuzzleAdventure,Single Player,DeveloperLight Brick Studio,PublisherLEGO Games,Release Date06/22/21,PlatformWindowsWindows,Windows 10,8 GB,2 GB,DirectX 10,NVIDIA GeForce GTX 960,null,82%,78,Strong
Dark Deception₹469,Dark Deception,₹469,HorrorIndie,Single Player,DeveloperGlowstick Entertainment,PublisherGlowstick Entertainment,Release Date10/30/21,Windows ,"Windows 7 64-bit, Windows 8.1, Windows 10",8 GB RAM,2 GB,Version 11,NVIDIA GeForce GTX 960 2GB/ AMD Radeon R7 370 2GB,null,null,null,null
Dice Legacy₹529,Dice Legacy,₹529,City BuilderStrategyIndie,Single Player,Developer DESTINYbit,PublisherRavenscourt,Release Date09/09/21,PlatformWindowsWindows,Windows 10 64bit,GTX 660 2GB / AMD HD 7750 1GB,2 GB,DX 11,null,null,null,null,null
"MONOPOLY MADNESS₹1,499",MONOPOLY Madness,"₹1,499",Turn-Based,MultiplayerSingle Player,Developer–,PublisherUbisoft,Release Date12/09/21,PlatformWindowsWindows,Windows 10 (64 bit only),NVidia GeForce GTX 950 / AMD Radeon RX 550,2 GB,8 GB (Dual channel),DirectX 11,null,null,null,null
TUNIC₹709,TUNIC,₹709,ActionAdventure,Single PlayerController Support,DeveloperISOMETRICORP Games Ltd.,PublisherFinji,Release Date03/16/22,PlatformWindowsWindowsMac OSMac OS,Windows 10,8 GB,2 GB available,DX12,GTX 660 / RX 460,null,92%,85,Mighty
Legend of Grimrock 2₹709,Legend Of Grimrock 2,₹709,RPGIndie,Single Player,DeveloperAlmost Human Ltd.,PublisherAlmost Human Ltd.,Release Date10/25/21,Windows ,Windows XP,2 GB RAM,2 GB available space,"Geforce GTX 8800, AMD Radeon 4850 or Intel HD Graphics 5200 or better (1GB graphics memory or more. Shader Model 3.0 needs to be supported)",null,null,79%,84,Mighty
Yuppie Psycho: Executive Edition₹489,Yuppie Psycho: Executive Edition,₹489,HorrorExplorationSurvival,Single Player,DeveloperBaroque Decay,PublisherNeon Doctrine,Release Date06/30/21,Windows ,Windows XP,2 GB RAM,2 GB available space,Integrated GPU supporting OpenGL on the system,null,null,null,null,null
Crystal Crisis₹469,Crystal Crisis,₹469,Puzzle,MultiplayerCompetitiveSingle Player,"DeveloperNicalis, Inc.",PublisherNicalis Inc.,Release Date07/08/21,Windows ,Windows 7 or higher,2 GB RAM,2 GB available space,OpenGL 3.2 compliant video card,Requires a 64-bit processor and operating system,null,55%,77,Strong
Shadowrun: Dragonfall - Director’s Cut₹459,Shadowrun: Dragonfall - Director’s Cut,₹459,Turn-BasedRPGStrategy,null,DeveloperHarebrained Schemes,Publisher Paradox Interactive,Release Date08/27/20,PlatformWindowsWindows,Windows XP SP3/Vista/Windows 7,2 GB RAM,2 GB available space,Version 9.0,DirectX compatible 3D graphics card with at least 256MB of addressable memory,null,86%,85,Mighty
Ironcast₹349,Ironcast,₹349,RPGStrategyIndie,Single PlayerController Support,DeveloperDreadbit Games,PublisherRipstone,Release Date07/08/21,Windows ,Windows XP,2 GB RAM,2 GB available space,Version 9.0c,AMD Radeon X850 XT,null,70%,76,Strong
Niche - a genetics survival game₹499,Niche - a genetics survival game,₹499,SimulationSurvivalStrategy,Single Player,DeveloperStray Fawn Studio,PublisherStray Fawn Studio,Release Date09/15/21,Windows ,"Windows Vista®, Windows® 7, Windows® 8, Windows® 10",4 GB RAM,2 GB available space,10,Graphics card with DX10 (shader model 4.0) capabilities,null,null,null,null
Eastward₹619,Eastward,₹619,RPGAdventureIndie,Single PlayerController Support,DeveloperPixpil,PublisherChucklefish,Release Date09/16/21,PlatformWindowsWindowsMac OSMac OS,Windows 7/8/10,4 GB RAM,2 GB available space,Nvidia GTS 450,"OpenGL 3.2, Requires a 64-bit processor and operating system",null,null,null,null
Banners of Ruin₹469,Banners of Ruin,₹469,StrategyCard Game,Single Player,DeveloperMonteBearo,PublisherGoblinz Publishing,Release Date07/29/21,PlatformWindowsWindows,Windows 7 (64 bit),4 GB RAM,2 GB available space,Version 10,"2Gb VRAM, OpenGL 3.0 support",null,null,null,null
Parkitect₹699,Parkitect,₹699,SimulationCity BuilderIndie,Co-opSingle Player,DeveloperTexel Raptor,PublisherTexel Raptor,Release Date12/06/21,Windows ,"Windows 7, Windows 8, Windows 10",4 GB RAM,2 GB available space,Version 10,Shader Model 3.0 capabilities (anything with a graphics driver that isn't older than ~2016 probably works),null,null,null,null
Kill It With Fire₹349,Kill It With Fire,₹349,IndieSimulation,Single Player,Developer Casey Donnellan Games LLC,PublishertinyBuild,Release Date08/13/20,PlatformWindowsWindows,Windows 7,4 GB RAM,2 GB available space,Version 11,GTX 760 or Equivalent,null,54%,69,Fair
Where Cards Fall₹469,Where Cards Fall,₹469,PuzzleAdventureIndie,Single PlayerController Support,DeveloperThe Game Band,PublisherSnowman,Release Date11/04/21,PlatformWindowsWindowsMac OSMac OS,Windows 7,4 GB RAM,2 GB available space,Version 11,"Nvidia GeForce GTS 250, 1 GB | ATI Radeon HD 5670, 1 GB",null,null,null,null
Doctor Who: The Lonely Assassins₹139,Doctor Who: The Lonely Assassins,₹139,PuzzleAdventureIndie,Single Player,DeveloperKaigan Games,PublisherMaze Theory,Release Date06/18/21,Windows ,Windows 7,4 GB RAM,2 GB available space,Version 9.0c,"nVidia GeForce 8800 GT, AMD Radeon HD 2400, Intel HD or any graphics card / APUs released from 2012 onwards",null,85%,80,Strong
Suzerain₹349,Suzerain,₹349,IndieAdventure,Controller SupportSingle Player,DeveloperTorpor Games,PublisherFellow Traveller,Release Date05/20/21,Windows ,Windows 7/8/10,4 GB RAM,2 GB available space,Version 9.0c,"Nvidia GeForce 900 series, AMD Radeon RX 400 series or equivalent",null,73%,76,Strong
HammerHelm₹459,HammerHelm,₹459,ActionCity BuilderAdventure,Single PlayerController Support,DeveloperSuperSixStudios,PublisherSOEDESCO,Release Date10/21/21,Windows ,Windows 7,8 GB,2 GB available space,Version 11,GeForce GTX 470 / Radeon R9 M270X,null,null,null,null
